bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,On stochastic management modeling with dependent variables,John F. Kottas and Hon-Shiang Lau,European Journal of Operational Research,1979,Science@Direct,308-315,3,"This paper presents an integrated framework for handling dependent random variables in a large class of stochastic management models, a class that includes stochastic break-even analysis and stochastic present-value analysis. We first demonstrate that the common approach of modeling dependent random variables is usually surprisingly inadequate, and a general “functional approach” is presented as a practical modeling alternative. Adopting this modeling approach, we then present a procedure for deriving the stochastic characteristics of the model's objective variable. In the context of stochastic breakeven analysis, this means determining the probabilities of achieving various profit levels and the expected utility of the stochastic profit. The procedure allows the model's random variables to assume diverse distribution and dependency forms, and the simplicity and reliability of the procedure is demonstrated by a numerical example.",,https://doi.org/10.1016/0377-2217(79)90226-1,https://www.sciencedirect.com/science/article/pii/0377221779902261,,,,,0377-2217,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Semi-automatic terminology ontology learning based on topic modeling,Monika Rani and Amit Kumar Dhar and O.P. Vyas,Engineering Applications of Artificial Intelligence,2017,Science@Direct,108-125,63,"Ontologies provide features like a common vocabulary, reusability, machine-readable content, and also allows for semantic search, facilitate agent interaction and ordering & structuring of knowledge for the Semantic Web (Web 3.0) application. However, the challenge in ontology engineering is automatic learning, i.e., the there is still a lack of fully automatic approach from a text corpus or dataset of various topics to form ontology using machine learning techniques. In this paper, two topic modeling algorithms are explored, namely LSI & SVD and Mr.LDA for learning topic ontology. The objective is to determine the statistical relationship between document and terms to build a topic ontology and ontology graph with minimum human intervention. Experimental analysis on building a topic ontology and semantic retrieving corresponding topic ontology for the user's query demonstrating the effectiveness of the proposed approach.",,https://doi.org/10.1016/j.engappai.2017.05.006,https://www.sciencedirect.com/science/article/pii/S0952197617300891,,,"Ontology Learning (OL), Latent Semantic Indexing (LSI), Singular Value Decomposition (SVD), Probabilistic Latent Semantic Indexing (pLSI), MapReduce Latent Dirichlet Allocation (Mr.LDA), Correlation Topic Modeling (CTM)",,0952-1976,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Illusionism Big and Small: Some Options for Explaining Consciousness,Michael S. A. Graziano,eNeuro,2024,Connected Papers,null,11,"Illusionism is a general philosophical framework in which specific theories of consciousness can be constructed without having to invoke a magical mind essence. The advantages of illusionism are not widely recognized, perhaps because scholars tend to think only of the most extreme forms and miss the range of possibilities. The brain's internal models are never fully accurate, nothing is exactly as the brain represents it, and therefore some element of illusionism is almost certainly necessary for any working theory of consciousness or of any other property that is accessed through introspection. Here I describe the illusionist framework and propose six specific theories. One purpose of this article is to demonstrate the range of possibilities in a domain that is not yet sufficiently explored. The second purpose is to argue that even existing, popular theories, such as the integrated information theory or the global workspace theory, can be transformed and greatly strengthened by adding an illusionist layer. The third purpose is to argue that when illusionist logic is used, even very disparate theories of consciousness that emerge from unrelated conceptual origins begin to converge onto a deeper, unified understanding.",,10.1523/ENEURO.0210-24.2024,https://www.semanticscholar.org/paper/75887e3efe61fca79ecb75114c8939ba0f9f9d1b,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Chapter 7. Ordinary Partition Relations for Ordinal Numbers,,,1977,Science@Direct,153-183,91,"Publisher Summary
This chapter discusses the partition symbol for well ordered types—that is, for ordinal numbers—and provides its definition. The various conventions concerning the use of the partition symbol adopted for cardinal numbers are followed. The problems concerning the symbol for ordinal numbers are considerably more ramified than those for cardinal numbers. The chapter deals with the partitions of [ωα]2 into two classes, mainly for finite α. The chapter also proves the Chang's theorem for ωω. The chapter considers the relations of the form ω1 → (α1,…., ακ) and proves that ω1 → (α)2κ for countable α and finite κ. The chapter clearly distinguishes between the order type of a well-ordered set and its cardinality. A partition relation between cardinal numbers is considered equivalent to the same relation among the corresponding initial ordinals. A lemma serving as the starting point for an inductive construction of an almost homogeneous set is also presented in the chapter.",,https://doi.org/10.1016/S0049-237X(08)70671-2,https://www.sciencedirect.com/science/article/pii/S0049237X08706712,,,,Elsevier,0049-237X,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Chapter 8 Polymorphic type theory,,,1998,Science@Direct,441-507,141,"Publisher Summary
This chapter discusses the syntactic aspects of the polymorphic-type theories (PTTs). The chapter describes how specific calculi can be defined on top of a polymorphic signature—giving atomic types and kinds with function symbols—and establishing their relation to predicate logics, via propositions as types. Types in simple-type theory (STT) are built up from atomic types using type constructors such as → * , 1 or + , 0. In polymorphic-type theory (PTT), one can use type variables α, β, γ to build types. This innovation in PTT gives rise to an extra level of indexing, not only by term variables (as in STT) but also by type variables. There are three versions of polymorphic type theory—first order PTT λ→, second order PTT λ2, and higher order PTT λω. The functional programming language ML is loosely based on the first order polymorphic lambda calculus λ→. There is also a higher-order functional programming language —QUEST. The fibred categories needed to model PTTs are essentially same as for (higher-order) predicate logics, except that the fibers need not be preordered.",,https://doi.org/10.1016/S0049-237X(98)80038-4,https://www.sciencedirect.com/science/article/pii/S0049237X98800384,,,,Elsevier,0049-237X,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,Comparison of shell theories in the analysis of cylindrical shells with discontinuity in the thickness,A.Joseph Stanley and N. Ganesan,Computers & Structures,1993,Science@Direct,1057-1071,48,Cylindrical shells with discontinuity in the thickness and that are subjected to axisymmetric loading have been analysed. Two types of finite elements are used: the first is based on thin shell theory and the second on thick shell theory. The loadings considered are a uniform internal pressure and a circular ring load at the mid-section. The effect of these loads for various end conditions and various step-ratios in the thickness have been analysed. Numerical results are presented and compared for both the theories. It has been shown that the transverse normal stress acting along the thickness direction is not negligible compared to other stresses at places of discontinuity either in the thickness or in the loading. The weight of the shell is kept constant for various step-ratios.,,https://doi.org/10.1016/0045-7949(93)90440-O,https://www.sciencedirect.com/science/article/pii/004579499390440O,,,,,0045-7949,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,CHAPTER 10 - APPROXIMATE METHODS OF SOLVING PARTIAL DIFFERENTIAL AND INTEGRAL EQUATIONS,I.S. BEREZIN and N.P. ZHIDKOV,,1965,Science@Direct,432-671,,"Publisher Summary
This chapter discusses the approximate methods of solving partial differential and integral equations. Partial differential and integral equations are encountered in many fields of science. Only in the simplest cases, a solution can be found in implicit form or in the form of a finite formula. Approximate methods are, therefore, of particular importance for the solution of partial differential equations, sets of partial differential equations, and integral equations, for the problems of mathematical physics. The first category consists mainly of Fourier's method of solving boundary value problems in partial differential equations where the exact solution is in the form of a certain series and the approximate solution is the sum of the first few terms. The method of characteristics for solving equations and sets of equations of the hyperbolic type is essentially a finite difference method. Moreover, only in this method the partial differential equation or set of such equations is first reduced to an equivalent set of ordinary differential equations, which is then solved by the difference method.",,https://doi.org/10.1016/B978-0-08-010011-1.50009-1,https://www.sciencedirect.com/science/article/pii/B9780080100111500091,,,,Pergamon,,,,,"45707,82874","45707,82874",GuiSales404,,Rejected,
,The search for invertebrate consciousness,Jonathan C. P. Birch,"Nous (Detroit, Mich.)",2020,Connected Papers,133 - 153,56,"There is no agreement on whether any invertebrates are conscious and no agreement on a methodology that could settle the issue. How can the debate move forward? I distinguish three broad types of approach: theory-heavy, theory-neutral and theory-light. Theory-heavy and theory-neutral approaches face serious problems, motivating a middle path: the theory-light approach. At the core of the theory-light approach is a minimal commitment about the relation between phenomenal consciousness and cognition that is compatible with many specific theories of consciousness: the hypothesis that phenomenally conscious perception of a stimulus facilitates, relative to unconscious perception, a cluster of cognitive abilities in relation to that stimulus. This “facilitation hypothesis” can productively guide inquiry into invertebrate consciousness. What is needed? At this stage, not more theory, and not more undirected data gathering. What is needed is a systematic search for consciousness-linked cognitive abilities, their relationships to each other, and their sensitivity to masking.",,10.1111/nous.12351,https://www.semanticscholar.org/paper/53566c1b8a6687c9b754e9af8f8b2a1319e8a60c,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,A conceptual framework for consciousness,M. Graziano,Proceedings of the National Academy of Sciences of the United States of America,2022,Connected Papers,null,119,"This article argues that consciousness has a logically sound, explanatory framework, different from typical accounts that suffer from hidden mysticism. The article has three main parts. The first describes background principles concerning information processing in the brain, from which one can deduce a general, rational framework for explaining consciousness. The second part describes a specific theory that embodies those background principles, the Attention Schema Theory. In the past several years, a growing body of experimental evidence—behavioral evidence, brain imaging evidence, and computational modeling—has addressed aspects of the theory. The final part discusses the evolution of consciousness. By emphasizing the specific role of consciousness in cognition and behavior, the present approach leads to a proposed account of how consciousness may have evolved over millions of years, from fish to humans. The goal of this article is to present a comprehensive, overarching framework in which we can understand scientifically what consciousness is and what key adaptive roles it plays in brain function.",,10.1073/pnas.2116933119,https://www.semanticscholar.org/paper/f2d0f36bfa5eaf4977aa69edea0a432666d57f6c,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,"An integrative, multiscale view on neural theories of consciousness",Johan F. Storm and P. Klink and Jaan Aru and Walter Senn and Rainer Goebel and A. Pigorini and Pietro Avanzini and Wim Vanduffel and Pieter R. Roelfsema and Marcello Massimini and M. Larkum and Cyriel M. A. Pennartz,Neuron,2024,Connected Papers,1531-1552,112,null,,10.1016/j.neuron.2024.02.004,https://www.semanticscholar.org/paper/caf1e95769891fe39720b636bc0ed2e79810955a,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,The attention schema theory: a mechanistic account of subjective awareness,M. Graziano and Taylor W. Webb,Frontiers in Psychology,2015,Connected Papers,null,6,"We recently proposed the attention schema theory, a novel way to explain the brain basis of subjective awareness in a mechanistic and scientifically testable manner. The theory begins with attention, the process by which signals compete for the brain’s limited computing resources. This internal signal competition is partly under a bottom–up influence and partly under top–down control. We propose that the top–down control of attention is improved when the brain has access to a simplified model of attention itself. The brain therefore constructs a schematic model of the process of attention, the ‘attention schema,’ in much the same way that it constructs a schematic model of the body, the ‘body schema.’ The content of this internal model leads a brain to conclude that it has a subjective experience. One advantage of this theory is that it explains how awareness and attention can sometimes become dissociated; the brain’s internal models are never perfect, and sometimes a model becomes dissociated from the object being modeled. A second advantage of this theory is that it explains how we can be aware of both internal and external events. The brain can apply attention to many types of information including external sensory information and internal information about emotions and cognitive states. If awareness is a model of attention, then this model should pertain to the same domains of information to which attention pertains. A third advantage of this theory is that it provides testable predictions. If awareness is the internal model of attention, used to help control attention, then without awareness, attention should still be possible but should suffer deficits in control. In this article, we review the existing literature on the relationship between attention and awareness, and suggest that at least some of the predictions of the theory are borne out by the evidence.",,10.3389/fpsyg.2015.00500,https://www.semanticscholar.org/paper/750d23a99464489bd9e656faa3ef31ca1cb4119d,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
,Hard criteria for empirical theories of consciousness,Adrien Doerig and Aaron Schurger and M. Herzog,Cognitive Neuroscience,2020,Connected Papers,41 - 62,12,"ABSTRACT Consciousness is now a well-established field of empirical research. A large body of experimental results has been accumulated and is steadily growing. In parallel, many Theories of Consciousness (ToCs) have been proposed. These theories are diverse in nature, ranging from computational to neurophysiological and quantum theoretical approaches. This contrasts with other fields of natural science, which host a smaller number of competing theories. We suggest that one reason for this abundance of extremely different theories may be the lack of stringent criteria specifying how empirical data constrains ToCs. First, we argue that consciousness is a well-defined topic from an empirical point of view and motivate a purely empirical stance on the quest for consciousness. Second, we present a checklist of criteria that, we propose, empirical ToCs need to cope with. Third, we review 13 of the most influential ToCs and subject them to the criteria. Our analysis helps to situate these different ToCs in the theoretical landscapeand sheds light on their strengths and weaknesses from a strictly empirical point of view.",,10.1080/17588928.2020.1772214,https://www.semanticscholar.org/paper/6a2fd985d926673863670e7a43cb52d63de95773,,,,,,,,,"45707,82998","45707,82998",GuiSales404,,Rejected,
